Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	orthogroup_class	private_cultivar
OG0019427	1	1	1	1	1	1	1	1	7	1	Core	
OG0019428	1	1	1	1	1	1	1	1	7	1	Core	
OG0019429	1	1	1	1	1	1	1	1	7	1	Core	
OG0019430	1	1	1	1	1	1	1	1	7	1	Core	
OG0019431	1	1	1	1	1	1	1	1	7	1	Core	
OG0019432	1	1	1	1	1	1	1	1	7	1	Core	
OG0019433	1	1	1	1	1	1	1	1	7	1	Core	
OG0019434	1	1	1	1	1	1	1	1	7	1	Core	
OG0019435	1	1	1	1	1	1	1	1	7	1	Core	
OG0019436	1	1	1	1	1	1	1	1	7	1	Core	
OG0019437	1	1	1	1	1	1	1	1	7	1	Core	
OG0019438	1	1	1	1	1	1	1	1	7	1	Core	
OG0019439	1	1	1	1	1	1	1	1	7	1	Core	
OG0019440	1	1	1	1	1	1	1	1	7	1	Core	
OG0019441	1	1	1	1	1	1	1	1	7	1	Core	
OG0019442	1	1	1	1	1	1	1	1	7	1	Core	
OG0019443	1	1	1	1	1	1	1	1	7	1	Core	
OG0019444	1	1	1	1	1	1	1	1	7	1	Core	
OG0019445	1	1	1	1	1	1	1	1	7	1	Core	
OG0019446	1	1	1	1	1	1	1	1	7	1	Core	
OG0019447	1	1	1	1	1	1	1	1	7	1	Core	
OG0019448	1	1	1	1	1	1	1	1	7	1	Core	
OG0019449	1	1	1	1	1	1	1	1	7	1	Core	
OG0019450	1	1	1	1	1	1	1	1	7	1	Core	
OG0019451	1	1	1	1	1	1	1	1	7	1	Core	
OG0019452	1	1	1	1	1	1	1	1	7	1	Core	
OG0019453	1	1	1	1	1	1	1	1	7	1	Core	
OG0019454	1	1	1	1	1	1	1	1	7	1	Core	
OG0019455	1	1	1	1	1	1	1	1	7	1	Core	
OG0019456	1	1	1	1	1	1	1	1	7	1	Core	
OG0019457	1	1	1	1	1	1	1	1	7	1	Core	
OG0019458	1	1	1	1	1	1	1	1	7	1	Core	
OG0019459	1	1	1	1	1	1	1	1	7	1	Core	
OG0019460	1	1	1	1	1	1	1	1	7	1	Core	
OG0019461	1	1	1	1	1	1	1	1	7	1	Core	
OG0019462	1	1	1	1	1	1	1	1	7	1	Core	
OG0019463	1	1	1	1	1	1	1	1	7	1	Core	
OG0019464	1	1	1	1	1	1	1	1	7	1	Core	
OG0019465	1	1	1	1	1	1	1	1	7	1	Core	
OG0019466	1	1	1	1	1	1	1	1	7	1	Core	
OG0019467	1	1	1	1	1	1	1	1	7	1	Core	
OG0019468	1	1	1	1	1	1	1	1	7	1	Core	
OG0019469	1	1	1	1	1	1	1	1	7	1	Core	
OG0019470	1	1	1	1	1	1	1	1	7	1	Core	
OG0019471	1	1	1	1	1	1	1	1	7	1	Core	
OG0019472	1	1	1	1	1	1	1	1	7	1	Core	
OG0019473	1	1	1	1	1	1	1	1	7	1	Core	
OG0019474	1	1	1	1	1	1	1	1	7	1	Core	
OG0019475	1	1	1	1	1	1	1	1	7	1	Core	
OG0019476	1	1	1	1	1	1	1	1	7	1	Core	
OG0019477	1	1	1	1	1	1	1	1	7	1	Core	
OG0019478	1	1	1	1	1	1	1	1	7	1	Core	
OG0019479	1	1	1	1	1	1	1	1	7	1	Core	
OG0019480	1	1	1	1	1	1	1	1	7	1	Core	
OG0019481	1	1	1	1	1	1	1	1	7	1	Core	
OG0019482	1	1	1	1	1	1	1	1	7	1	Core	
OG0019483	1	1	1	1	1	1	1	1	7	1	Core	
OG0019484	1	1	1	1	1	1	1	1	7	1	Core	
OG0019485	1	1	1	1	1	1	1	1	7	1	Core	
OG0019486	1	1	1	1	1	1	1	1	7	1	Core	
OG0019487	1	1	1	1	1	1	1	1	7	1	Core	
OG0019488	1	1	1	1	1	1	1	1	7	1	Core	
OG0019489	1	1	1	1	1	1	1	1	7	1	Core	
OG0019490	1	1	1	1	1	1	1	1	7	1	Core	
OG0019491	1	1	1	1	1	1	1	1	7	1	Core	
OG0019492	1	1	1	1	1	1	1	1	7	1	Core	
OG0019493	1	1	1	1	1	1	1	1	7	1	Core	
OG0019494	1	1	1	1	1	1	1	1	7	1	Core	
OG0019495	1	1	1	1	1	1	1	1	7	1	Core	
OG0019496	1	1	1	1	1	1	1	1	7	1	Core	
OG0019497	1	1	1	1	1	1	1	1	7	1	Core	
OG0019498	1	1	1	1	1	1	1	1	7	1	Core	
OG0019499	1	1	1	1	1	1	1	1	7	1	Core	
OG0019500	1	1	1	1	1	1	1	1	7	1	Core	
OG0019501	1	1	1	1	1	1	1	1	7	1	Core	
OG0019502	1	1	1	1	1	1	1	1	7	1	Core	
OG0019503	1	1	1	1	1	1	1	1	7	1	Core	
OG0019504	1	1	1	1	1	1	1	1	7	1	Core	
OG0019505	1	1	1	1	1	1	1	1	7	1	Core	
OG0019506	1	1	1	1	1	1	1	1	7	1	Core	
OG0019507	1	1	1	1	1	1	1	1	7	1	Core	
OG0019508	1	1	1	1	1	1	1	1	7	1	Core	
OG0019509	1	1	1	1	1	1	1	1	7	1	Core	
OG0019510	1	1	1	1	1	1	1	1	7	1	Core	
OG0019511	1	1	1	1	1	1	1	1	7	1	Core	
OG0019512	1	1	1	1	1	1	1	1	7	1	Core	
OG0019513	1	1	1	1	1	1	1	1	7	1	Core	
OG0019514	1	1	1	1	1	1	1	1	7	1	Core	
OG0019515	1	1	1	1	1	1	1	1	7	1	Core	
OG0019516	1	1	1	1	1	1	1	1	7	1	Core	
OG0019517	1	1	1	1	1	1	1	1	7	1	Core	
OG0019518	1	1	1	1	1	1	1	1	7	1	Core	
OG0019519	1	1	1	1	1	1	1	1	7	1	Core	
OG0019520	1	1	1	1	1	1	1	1	7	1	Core	
OG0019521	1	1	1	1	1	1	1	1	7	1	Core	
OG0019522	1	1	1	1	1	1	1	1	7	1	Core	
OG0019523	1	1	1	1	1	1	1	1	7	1	Core	
OG0019524	1	1	1	1	1	1	1	1	7	1	Core	
OG0019525	1	1	1	1	1	1	1	1	7	1	Core	
OG0019526	1	1	1	1	1	1	1	1	7	1	Core	
OG0019527	1	1	1	1	1	1	1	1	7	1	Core	
OG0019528	1	0	2	1	1	1	1	1	6	1	Soft core	
OG0019529	1	1	1	1	1	1	1	1	7	1	Core	
OG0019530	1	1	1	1	1	1	1	1	7	1	Core	
OG0019531	1	1	1	1	1	1	1	1	7	1	Core	
OG0019532	1	1	1	1	1	1	1	1	7	1	Core	
OG0019533	1	1	1	1	1	1	1	1	7	1	Core	
OG0019534	1	1	1	1	1	1	1	1	7	1	Core	
OG0019535	1	1	1	1	1	1	1	1	7	1	Core	
OG0019536	1	1	1	1	1	1	1	1	7	1	Core	
OG0019537	1	1	1	1	1	1	1	1	7	1	Core	
OG0019538	1	1	1	1	1	1	1	1	7	1	Core	
OG0019539	1	1	1	1	1	1	1	1	7	1	Core	
OG0019540	1	1	1	1	1	1	1	1	7	1	Core	
OG0019541	1	1	1	1	1	1	1	1	7	1	Core	
OG0019542	1	1	1	1	1	1	1	1	7	1	Core	
OG0019543	1	1	1	1	1	1	1	1	7	1	Core	
OG0019544	1	1	1	1	1	1	1	1	7	1	Core	
OG0019545	1	1	1	1	1	1	1	1	7	1	Core	
OG0019546	1	1	1	1	1	1	1	1	7	1	Core	
OG0019547	1	1	1	1	1	1	1	1	7	1	Core	
OG0019548	1	1	1	1	1	1	1	1	7	1	Core	
OG0019549	1	1	1	1	1	1	1	1	7	1	Core	
OG0019550	1	1	1	1	1	1	1	1	7	1	Core	
OG0019551	1	1	1	1	1	1	1	1	7	1	Core	
OG0019552	1	1	1	1	1	1	1	1	7	1	Core	
OG0019553	1	1	1	1	1	1	1	1	7	1	Core	
OG0019554	1	1	1	1	1	1	1	1	7	1	Core	
OG0019555	1	1	1	1	1	1	1	1	7	1	Core	
OG0019556	1	1	1	1	1	1	1	1	7	1	Core	
OG0019557	1	1	1	1	1	1	1	1	7	1	Core	
OG0019558	1	1	1	1	1	1	1	1	7	1	Core	
OG0019559	1	1	1	1	1	1	1	1	7	1	Core	
OG0019560	1	1	1	1	1	1	1	1	7	1	Core	
OG0019561	1	1	1	1	1	1	1	1	7	1	Core	
OG0019562	1	1	1	1	1	1	1	1	7	1	Core	
OG0019563	1	1	1	1	1	1	1	1	7	1	Core	
OG0019564	1	1	1	1	1	1	1	1	7	1	Core	
OG0019565	1	1	1	1	1	1	1	1	7	1	Core	
OG0019566	1	1	1	1	1	1	1	1	7	1	Core	
OG0019567	2	2	0	0	0	2	0	2	3	1	Accessory	
OG0019568	1	1	1	1	1	1	1	1	7	1	Core	
OG0019569	1	1	1	1	1	1	1	1	7	1	Core	
OG0019570	1	1	1	1	1	1	1	1	7	1	Core	
OG0019571	1	1	1	1	1	1	1	1	7	1	Core	
OG0019572	1	1	1	1	1	1	1	1	7	1	Core	
OG0019573	1	1	1	1	1	1	1	1	7	1	Core	
OG0019574	1	1	1	1	1	1	1	1	7	1	Core	
OG0019575	1	1	1	1	1	1	1	1	7	1	Core	
OG0019576	1	1	1	1	1	1	1	1	7	1	Core	
OG0019577	1	1	1	1	1	1	1	1	7	1	Core	
OG0019578	1	1	1	1	1	1	1	1	7	1	Core	
OG0019579	1	1	1	1	1	1	1	1	7	1	Core	
OG0019580	1	1	1	1	1	1	1	1	7	1	Core	
OG0019581	1	1	1	1	1	1	1	1	7	1	Core	
OG0019582	1	1	1	1	1	1	1	1	7	1	Core	
OG0019583	1	1	1	1	1	1	1	1	7	1	Core	
OG0019584	1	1	1	1	1	1	1	1	7	1	Core	
OG0019585	1	1	1	1	1	1	1	1	7	1	Core	
OG0019586	1	1	1	1	1	1	1	1	7	1	Core	
OG0019587	1	1	1	1	1	1	1	1	7	1	Core	
OG0019588	1	1	1	1	1	1	1	1	7	1	Core	
OG0019589	1	1	1	1	1	1	1	1	7	1	Core	
OG0019590	1	1	1	1	1	1	1	1	7	1	Core	
OG0019591	1	1	1	1	1	1	1	1	7	1	Core	
OG0019592	1	1	1	1	1	1	1	1	7	1	Core	
OG0019593	1	1	1	1	1	1	1	1	7	1	Core	
OG0019594	1	1	1	1	1	1	1	1	7	1	Core	
OG0019595	1	1	1	1	1	1	1	1	7	1	Core	
OG0019596	1	1	1	1	1	1	1	1	7	1	Core	
OG0019597	1	1	1	1	1	1	1	1	7	1	Core	
OG0019598	1	1	1	1	1	1	1	1	7	1	Core	
OG0019599	1	1	1	1	1	1	1	1	7	1	Core	
OG0019600	1	1	1	1	1	1	1	1	7	1	Core	
OG0019601	1	1	1	1	1	1	1	1	7	1	Core	
OG0019602	1	1	1	1	1	1	1	1	7	1	Core	
OG0019603	1	1	1	1	1	1	1	1	7	1	Core	
OG0019604	1	1	1	1	1	1	1	1	7	1	Core	
OG0019605	1	1	1	1	1	1	1	1	7	1	Core	
OG0019606	1	1	1	1	1	1	1	1	7	1	Core	
OG0019607	1	1	1	1	1	1	1	1	7	1	Core	
OG0019608	1	1	1	1	1	1	1	1	7	1	Core	
OG0019609	1	1	1	1	1	1	1	1	7	1	Core	
OG0019610	1	1	1	1	1	1	1	1	7	1	Core	
OG0019611	1	1	1	1	1	1	1	1	7	1	Core	
OG0019612	1	1	1	1	1	1	1	1	7	1	Core	
OG0019613	1	1	1	1	1	1	1	1	7	1	Core	
OG0019614	1	1	1	1	1	1	1	1	7	1	Core	
OG0019615	1	1	1	1	1	1	1	1	7	1	Core	
OG0019616	1	1	1	1	1	1	1	1	7	1	Core	
OG0019617	1	1	1	1	1	1	1	1	7	1	Core	
OG0019618	1	1	1	1	1	1	1	1	7	1	Core	
OG0019619	1	1	1	1	1	1	1	1	7	1	Core	
OG0019620	1	1	1	1	1	1	1	1	7	1	Core	
OG0019621	1	1	1	1	1	1	1	1	7	1	Core	
OG0019622	1	1	1	1	1	1	1	1	7	1	Core	
OG0019623	1	1	1	1	1	1	1	1	7	1	Core	
OG0019624	1	1	1	1	1	1	1	1	7	1	Core	
OG0019625	1	1	1	1	1	1	1	1	7	1	Core	
OG0019626	1	1	1	1	1	1	1	1	7	1	Core	
OG0019627	1	1	1	1	1	1	1	1	7	1	Core	
OG0019628	1	1	1	1	1	1	1	1	7	1	Core	
OG0019629	1	1	1	1	1	1	1	1	7	1	Core	
OG0019630	1	1	1	1	1	1	1	1	7	1	Core	
OG0019631	1	1	1	1	1	1	1	1	7	1	Core	
OG0019632	1	1	1	1	1	1	1	1	7	1	Core	
OG0019633	1	1	1	1	1	1	1	1	7	1	Core	
OG0019634	1	1	1	1	1	1	1	1	7	1	Core	
OG0019635	1	1	1	1	1	1	1	1	7	1	Core	
OG0019636	1	1	1	1	1	1	1	1	7	1	Core	
OG0019637	1	1	1	1	1	1	1	1	7	1	Core	
OG0019638	1	1	1	1	1	1	1	1	7	1	Core	
OG0019639	1	1	1	1	1	1	1	1	7	1	Core	
OG0019640	1	1	1	1	1	1	1	1	7	1	Core	
OG0019641	1	1	1	1	1	1	1	1	7	1	Core	
OG0019642	1	1	1	1	1	1	1	1	7	1	Core	
OG0019643	1	1	1	1	1	1	1	1	7	1	Core	
OG0019644	1	1	1	1	1	1	1	1	7	1	Core	
OG0019645	1	1	1	1	1	1	1	1	7	1	Core	
OG0019646	1	1	1	1	1	1	1	1	7	1	Core	
OG0019647	1	1	1	1	1	1	1	1	7	1	Core	
OG0019648	1	1	1	1	1	1	1	1	7	1	Core	
OG0019649	1	1	1	1	1	1	1	1	7	1	Core	
OG0019650	1	1	1	1	1	1	1	1	7	1	Core	
OG0019651	1	1	1	1	1	1	1	1	7	1	Core	
OG0019652	1	1	1	1	1	1	1	1	7	1	Core	
OG0019653	1	1	1	1	1	1	1	1	7	1	Core	
OG0019654	1	1	1	1	1	1	1	1	7	1	Core	
OG0019655	1	1	1	1	1	1	1	1	7	1	Core	
OG0019656	1	1	1	1	1	1	1	1	7	1	Core	
OG0019657	1	1	1	1	1	1	1	1	7	1	Core	
OG0019658	1	1	1	1	1	1	1	1	7	1	Core	
OG0019659	1	1	1	1	1	1	1	1	7	1	Core	
OG0019660	1	1	1	1	1	1	1	1	7	1	Core	
OG0019661	1	1	1	1	1	1	1	1	7	1	Core	
OG0019662	1	1	1	1	1	1	1	1	7	1	Core	
OG0019663	1	1	1	1	1	1	1	1	7	1	Core	
OG0019664	1	1	1	1	1	1	1	1	7	1	Core	
OG0019665	1	1	1	1	1	1	1	1	7	1	Core	
OG0019666	1	1	1	1	1	1	1	1	7	1	Core	
OG0019667	1	1	1	1	1	1	1	1	7	1	Core	
OG0019668	1	1	1	1	1	1	1	1	7	1	Core	
OG0019669	1	1	1	1	1	1	1	1	7	1	Core	
OG0019670	1	1	1	1	1	1	1	1	7	1	Core	
OG0019671	1	1	1	1	1	1	1	1	7	1	Core	
OG0019672	1	1	1	1	1	1	1	1	7	1	Core	
OG0019673	1	1	1	1	1	1	1	1	7	1	Core	
OG0019674	1	1	1	1	1	1	1	1	7	1	Core	
OG0019675	1	1	1	1	1	1	1	1	7	1	Core	
OG0019676	1	1	1	1	1	1	1	1	7	1	Core	
OG0019677	1	1	1	1	1	1	1	1	7	1	Core	
OG0019678	1	1	1	1	1	1	1	1	7	1	Core	
OG0019679	1	1	1	1	1	1	1	1	7	1	Core	
OG0019680	1	1	1	1	1	1	1	1	7	1	Core	
OG0019681	1	1	1	1	1	1	1	1	7	1	Core	
OG0019682	1	1	1	1	1	1	1	1	7	1	Core	
OG0019683	1	1	1	1	1	1	1	1	7	1	Core	
OG0019684	1	1	1	1	1	1	1	1	7	1	Core	
OG0019685	1	1	1	1	1	1	1	1	7	1	Core	
OG0019686	1	1	1	1	1	1	1	1	7	1	Core	
OG0019687	1	1	1	1	1	1	1	1	7	1	Core	
OG0019688	1	1	1	1	1	1	1	1	7	1	Core	
OG0019689	1	1	1	1	1	1	1	1	7	1	Core	
OG0019690	1	1	1	1	1	1	1	1	7	1	Core	
OG0019691	1	1	1	1	1	1	1	1	7	1	Core	
OG0019692	2	1	1	1	1	0	1	1	6	1	Soft core	
OG0019693	1	1	1	1	1	1	1	1	7	1	Core	
OG0019694	1	1	1	1	1	1	1	1	7	1	Core	
OG0019695	1	1	1	1	1	1	1	1	7	1	Core	
OG0019696	1	1	1	1	1	1	1	1	7	1	Core	
OG0019697	1	1	1	1	1	1	1	1	7	1	Core	
OG0019698	1	1	1	1	1	1	1	1	7	1	Core	
OG0019699	1	1	1	1	1	1	1	1	7	1	Core	
OG0019700	1	1	1	1	1	1	1	1	7	1	Core	
OG0019701	1	1	1	1	1	1	1	1	7	1	Core	
OG0019702	1	1	1	1	1	1	1	1	7	1	Core	
OG0019703	1	1	1	1	1	1	1	1	7	1	Core	
OG0019704	1	1	1	1	1	1	1	1	7	1	Core	
OG0019705	1	1	1	1	1	1	1	1	7	1	Core	
OG0019706	1	1	1	1	1	1	1	1	7	1	Core	
OG0019707	1	1	1	1	1	1	1	1	7	1	Core	
OG0019708	1	1	1	1	1	1	1	1	7	1	Core	
OG0019709	1	1	1	1	1	1	1	1	7	1	Core	
OG0019710	1	1	1	1	1	1	1	1	7	1	Core	
OG0019711	1	1	1	1	1	1	1	1	7	1	Core	
OG0019712	1	1	1	1	1	1	1	1	7	1	Core	
OG0019713	1	1	1	1	1	1	1	1	7	1	Core	
OG0019714	1	1	1	1	1	1	1	1	7	1	Core	
OG0019715	1	1	1	1	1	1	1	1	7	1	Core	
OG0019716	1	1	1	1	1	1	1	1	7	1	Core	
OG0019717	1	1	1	1	1	1	1	1	7	1	Core	
OG0019718	1	1	1	1	1	1	1	1	7	1	Core	
OG0019719	1	1	1	1	1	1	1	1	7	1	Core	
OG0019720	1	1	1	1	1	1	1	1	7	1	Core	
OG0019721	1	1	1	1	1	1	1	1	7	1	Core	
OG0019722	1	1	1	1	1	1	1	1	7	1	Core	
OG0019723	1	1	1	1	1	1	1	1	7	1	Core	
OG0019724	1	1	1	1	1	1	1	1	7	1	Core	
OG0019725	1	1	1	1	1	1	1	1	7	1	Core	
OG0019726	1	1	1	1	1	1	1	1	7	1	Core	
OG0019727	1	1	1	1	1	1	1	1	7	1	Core	
OG0019728	1	1	1	1	1	1	1	1	7	1	Core	
OG0019729	1	1	1	1	1	1	1	1	7	1	Core	
OG0019730	1	1	1	1	1	1	1	1	7	1	Core	
OG0019731	1	1	1	1	1	1	1	1	7	1	Core	
OG0019732	1	1	1	1	1	1	1	1	7	1	Core	
OG0019733	1	1	1	1	1	1	1	1	7	1	Core	
OG0019734	1	1	1	1	1	1	1	1	7	1	Core	
OG0019735	1	1	1	1	1	1	1	1	7	1	Core	
OG0019736	1	1	1	1	1	1	1	1	7	1	Core	
OG0019737	1	1	1	1	1	1	1	1	7	1	Core	
OG0019738	1	1	1	1	1	1	1	1	7	1	Core	
OG0019739	1	1	1	1	1	1	1	1	7	1	Core	
OG0019740	1	1	1	1	1	1	1	1	7	1	Core	
OG0019741	1	1	1	1	1	1	1	1	7	1	Core	
OG0019742	1	1	1	1	1	1	1	1	7	1	Core	
OG0019743	1	1	1	1	1	1	1	1	7	1	Core	
OG0019744	1	1	1	1	1	1	1	1	7	1	Core	
OG0019745	1	1	1	1	1	1	1	1	7	1	Core	
OG0019746	1	1	1	1	1	1	1	1	7	1	Core	
OG0019747	1	1	1	1	1	1	1	1	7	1	Core	
OG0019748	1	1	1	1	1	1	1	1	7	1	Core	
OG0019749	1	1	1	1	1	1	1	1	7	1	Core	
OG0019750	1	1	1	1	1	1	1	1	7	1	Core	
OG0019751	1	1	1	1	1	1	1	1	7	1	Core	
OG0019752	1	1	1	1	1	1	1	1	7	1	Core	
OG0019753	1	1	1	1	1	1	1	1	7	1	Core	
OG0019754	1	1	1	1	1	1	1	1	7	1	Core	
OG0019755	1	1	1	1	1	1	1	1	7	1	Core	
OG0019756	1	1	1	1	1	1	1	1	7	1	Core	
OG0019757	1	1	1	1	1	1	1	1	7	1	Core	
OG0019758	1	1	1	1	1	1	1	1	7	1	Core	
OG0019759	1	1	1	1	1	1	1	1	7	1	Core	
OG0019760	1	1	1	1	1	1	1	1	7	1	Core	
OG0019761	1	1	1	1	1	1	1	1	7	1	Core	
OG0019762	1	1	1	1	1	1	1	1	7	1	Core	
OG0019763	1	1	1	1	1	1	1	1	7	1	Core	
OG0019764	1	1	1	1	1	1	1	1	7	1	Core	
OG0019765	1	1	1	1	1	1	1	1	7	1	Core	
OG0019766	1	1	1	1	1	1	1	1	7	1	Core	
OG0019767	1	1	1	1	1	1	1	1	7	1	Core	
OG0019768	1	1	1	1	1	1	1	1	7	1	Core	
OG0019769	1	1	1	1	1	1	1	1	7	1	Core	
OG0019770	1	1	1	1	1	1	1	1	7	1	Core	
OG0019771	1	1	1	1	1	1	1	1	7	1	Core	
OG0019772	1	1	1	1	1	1	1	1	7	1	Core	
OG0019773	1	1	1	1	1	1	1	1	7	1	Core	
OG0019774	1	1	1	1	1	1	1	1	7	1	Core	
OG0019775	1	1	1	1	1	1	1	1	7	1	Core	
OG0019776	1	1	1	1	1	1	1	1	7	1	Core	
OG0019777	1	1	1	1	1	1	1	1	7	1	Core	
OG0019778	1	1	1	1	1	1	1	1	7	1	Core	
OG0019779	1	1	1	1	1	1	1	1	7	1	Core	
OG0019780	1	1	1	1	1	1	1	1	7	1	Core	
OG0019781	1	1	1	1	1	1	1	1	7	1	Core	
OG0019782	1	1	1	1	1	1	1	1	7	1	Core	
OG0019783	1	1	1	1	1	1	1	1	7	1	Core	
OG0019784	1	1	1	1	1	1	1	1	7	1	Core	
OG0019785	1	1	1	1	1	1	1	1	7	1	Core	
OG0019786	1	1	1	1	1	1	1	1	7	1	Core	
OG0019787	1	1	1	1	1	1	1	1	7	1	Core	
OG0019788	1	1	1	1	1	1	1	1	7	1	Core	
OG0019789	1	1	1	1	1	1	1	1	7	1	Core	
OG0019790	1	1	1	1	1	1	1	1	7	1	Core	
OG0019791	1	1	1	1	1	1	1	1	7	1	Core	
OG0019792	1	1	1	1	1	1	1	1	7	1	Core	
OG0019793	1	1	1	1	1	1	1	1	7	1	Core	
OG0019794	1	1	1	1	1	1	1	1	7	1	Core	
OG0019795	1	1	1	1	1	1	1	1	7	1	Core	
OG0019796	1	1	1	1	1	1	1	1	7	1	Core	
OG0019797	1	1	1	1	1	1	1	1	7	1	Core	
OG0019798	1	1	1	1	1	1	1	1	7	1	Core	
OG0019799	1	1	1	1	1	1	1	1	7	1	Core	
OG0019800	1	1	1	1	1	1	1	1	7	1	Core	
OG0019801	1	1	1	1	1	1	1	1	7	1	Core	
OG0019802	1	1	1	1	1	1	1	1	7	1	Core	
OG0019803	1	1	1	1	1	1	1	1	7	1	Core	
OG0019804	1	1	1	1	1	1	1	1	7	1	Core	
OG0019805	1	1	1	1	1	1	1	1	7	1	Core	
OG0019806	1	1	1	1	1	1	1	1	7	1	Core	
OG0019807	1	1	1	1	1	1	1	1	7	1	Core	
OG0019808	1	1	1	1	1	1	1	1	7	1	Core	
OG0019809	1	1	1	1	1	1	1	1	7	1	Core	
OG0019810	1	1	1	1	1	1	1	1	7	1	Core	
OG0019811	1	1	1	1	1	1	1	1	7	1	Core	
OG0019812	1	1	1	1	1	1	1	1	7	1	Core	
OG0019813	1	1	1	1	1	1	1	1	7	1	Core	
OG0019814	1	1	1	1	1	1	1	1	7	1	Core	
OG0019815	1	1	1	1	1	1	1	1	7	1	Core	
OG0019816	1	1	1	1	1	1	1	1	7	1	Core	
OG0019817	1	1	1	1	1	1	1	1	7	1	Core	
OG0019818	1	1	1	1	1	1	1	1	7	1	Core	
OG0019819	1	1	1	1	1	1	1	1	7	1	Core	
OG0019820	1	1	1	1	1	1	1	1	7	1	Core	
OG0019821	1	1	1	1	1	1	1	1	7	1	Core	
OG0019822	1	1	1	1	1	1	1	1	7	1	Core	
OG0019823	1	1	1	1	1	1	1	1	7	1	Core	
OG0019824	1	1	1	1	1	1	1	1	7	1	Core	
OG0019825	1	1	1	1	1	1	1	1	7	1	Core	
OG0019826	1	1	1	1	1	1	1	1	7	1	Core	
OG0019827	1	1	1	1	1	1	1	1	7	1	Core	
OG0019828	1	1	1	1	1	1	1	1	7	1	Core	
OG0019829	1	1	1	1	1	1	1	1	7	1	Core	
OG0019830	1	1	1	1	1	1	1	1	7	1	Core	
OG0019831	1	1	1	1	1	1	1	1	7	1	Core	
OG0019832	1	1	1	1	1	1	1	1	7	1	Core	
OG0019833	1	1	1	1	1	1	1	1	7	1	Core	
OG0019834	1	1	1	1	1	1	1	1	7	1	Core	
OG0019835	1	1	1	1	1	1	1	1	7	1	Core	
OG0019836	1	1	1	1	1	1	1	1	7	1	Core	
OG0019837	1	1	1	1	1	1	1	1	7	1	Core	
OG0019838	1	1	1	1	1	1	1	1	7	1	Core	
OG0019839	1	1	1	1	1	1	1	1	7	1	Core	
OG0019840	1	1	1	1	1	1	1	1	7	1	Core	
OG0019841	1	1	1	1	1	1	1	1	7	1	Core	
OG0019842	1	1	1	1	1	1	1	1	7	1	Core	
OG0019843	1	1	1	1	1	1	1	1	7	1	Core	
OG0019844	1	1	1	1	1	1	1	1	7	1	Core	
OG0019845	1	1	1	1	1	1	1	1	7	1	Core	
OG0019846	1	1	1	1	1	1	1	1	7	1	Core	
OG0019847	1	1	1	1	1	1	1	1	7	1	Core	
OG0019848	1	1	1	1	1	1	1	1	7	1	Core	
OG0019849	1	1	1	1	1	1	1	1	7	1	Core	
OG0019850	1	1	1	1	1	1	1	1	7	1	Core	
OG0019851	1	1	1	1	1	1	1	1	7	1	Core	
OG0019852	1	1	1	1	1	1	1	1	7	1	Core	
OG0019853	1	1	1	1	1	1	1	1	7	1	Core	
OG0019854	1	1	1	1	1	1	1	1	7	1	Core	
OG0019855	1	1	1	1	1	1	1	1	7	1	Core	
OG0019856	1	1	1	1	1	1	1	1	7	1	Core	
OG0019857	1	1	1	1	1	1	1	1	7	1	Core	
OG0019858	1	1	1	1	1	1	1	1	7	1	Core	
OG0019859	1	1	1	1	1	1	1	1	7	1	Core	
OG0019860	1	1	1	1	1	1	1	1	7	1	Core	
OG0019861	1	1	1	1	1	1	1	1	7	1	Core	
OG0019862	1	1	1	1	1	1	1	1	7	1	Core	
OG0019863	1	1	1	1	1	1	1	1	7	1	Core	
OG0019864	1	1	1	1	1	1	1	1	7	1	Core	
OG0019865	1	1	1	1	1	1	1	1	7	1	Core	
OG0019866	1	1	1	1	1	1	1	1	7	1	Core	
OG0019867	1	1	1	1	1	1	1	1	7	1	Core	
OG0019868	1	1	1	1	1	1	1	1	7	1	Core	
OG0019869	1	1	1	1	1	1	1	1	7	1	Core	
OG0019870	1	1	1	1	1	1	1	1	7	1	Core	
OG0019871	1	1	1	1	1	1	1	1	7	1	Core	
OG0019872	1	1	1	1	1	1	1	1	7	1	Core	
OG0019873	1	1	1	1	1	1	1	1	7	1	Core	
OG0019874	1	1	1	1	1	1	1	1	7	1	Core	
OG0019875	1	1	1	1	1	1	1	1	7	1	Core	
OG0019876	1	1	1	1	1	1	1	1	7	1	Core	
OG0019877	1	1	1	1	1	1	1	1	7	1	Core	
OG0019878	1	1	1	1	1	1	1	1	7	1	Core	
OG0019879	1	1	1	1	1	1	1	1	7	1	Core	
OG0019880	1	1	1	1	1	1	1	1	7	1	Core	
OG0019881	1	1	1	1	1	1	1	1	7	1	Core	
OG0019882	1	1	1	1	1	1	1	1	7	1	Core	
OG0019883	1	1	1	1	1	1	1	1	7	1	Core	
OG0019884	1	1	1	1	1	1	1	1	7	1	Core	
OG0019885	1	1	1	1	1	1	1	1	7	1	Core	
OG0019886	1	1	1	1	1	1	1	1	7	1	Core	
OG0019887	1	1	1	1	1	1	1	1	7	1	Core	
OG0019888	1	1	1	1	1	1	1	1	7	1	Core	
OG0019889	1	1	1	1	1	1	1	1	7	1	Core	
OG0019890	1	1	1	1	1	1	1	1	7	1	Core	
